sentence,entity_name,entity_type,date,year,month,day,decade,is_test
"Stoffel , Dietler et Schraffl",Stoffel,pers,1908-01-31,1908,1,31,1900,False
"Stoffel , Dietler et Schraffl",Dietler,pers,1908-01-31,1908,1,31,1900,False
"Stoffel , Dietler et Schraffl",Schraffl,pers,1908-01-31,1908,1,31,1900,False
L ' affaire Dide - Micheli,Dide,pers,1908-01-31,1908,1,31,1900,False
"Cn ancien sénateur français , M . Dide , en résidence à Genève , ayant trouvé bon de s ' occuper plus qu ' il ne convenait des affaires genevoises , M . _ Micheli répondit dans le « Journal de Genève » que M . Dide n ' avait pas qualité pour faire de la politique en Suisse","ancien sénateur français , M . Dide",pers,1908-01-31,1908,1,31,1900,False
"Cn ancien sénateur français , M . Dide , en résidence à Genève , ayant trouvé bon de s ' occuper plus qu ' il ne convenait des affaires genevoises , M . _ Micheli répondit dans le « Journal de Genève » que M . Dide n ' avait pas qualité pour faire de la politique en Suisse",M . _ Micheli,pers,1908-01-31,1908,1,31,1900,False
"Cn ancien sénateur français , M . Dide , en résidence à Genève , ayant trouvé bon de s ' occuper plus qu ' il ne convenait des affaires genevoises , M . _ Micheli répondit dans le « Journal de Genève » que M . Dide n ' avait pas qualité pour faire de la politique en Suisse",M . Dide,pers,1908-01-31,1908,1,31,1900,False
"M . Dide lai intenta alors - un procès en diffamation , mais devant les tribunaux français , qui s ' empressèrent de donner raison à M . Dide",M . Dide,pers,1908-01-31,1908,1,31,1900,False
"M . Dide lai intenta alors - un procès en diffamation , mais devant les tribunaux français , qui s ' empressèrent de donner raison à M . Dide",M . Dide,pers,1908-01-31,1908,1,31,1900,False
"C ' est beaucoup d ' histoires pour moins que rien , M . Micheli n ' ayant qu ' à ne pas s ' occuper de celte affaire , au Heu de constituer avocat ainsi qu ' il le fit",M . Micheli,pers,1908-01-31,1908,1,31,1900,False
"Dans la < Nouvelle Gazette de Zurich » , le professeur d ' histoire Oechsli dédare que le « Journal de Genève » avait lui - môme commis la faute grave de donner suite à la citation des tribunaux français",professeur d ' histoire Oechsli,pers,1908-01-31,1908,1,31,1900,False
"En présence de l ' insulte faite à notre peuple , la présence de Dide sur territoire suisse ne devrait pas être tolérée un jour de plus",Dide,pers,1908-01-31,1908,1,31,1900,False
"Il a pris en considération la motion de M . de Fischer , tendant à la création d ' un tribunal administratif",M . de Fischer,pers,1908-01-31,1908,1,31,1900,False
- Le dentiste Meier _,dentiste Meier,pers,1908-01-31,1908,1,31,1900,False
"intemé actuellement à la maison de santé de Munsterlingen , a avoué aux médecins de l ' établissement être l ' auteur de l ' assassinat de M . Râtzer , propriétaire du château de Gfltlingen","M . Râtzer , propriétaire du château de Gfltlingen",pers,1908-01-31,1908,1,31,1900,False
Il prétend que c ' est Jospébine Zapf qui Ta poussé au crime,Jospébine Zapf,pers,1908-01-31,1908,1,31,1900,False
"Pour le moment , Meier est gai dé encore pour un mois à Munsterlingen",Meier,pers,1908-01-31,1908,1,31,1900,False
"— La cour pénale a jugé mercredi le procès de presse intenté par le secrétaire ouvrier de Bàle , D Hans Meyer , aux deux","secrétaire ouvrier de Bàle , D Hans Meyer",pers,1908-01-31,1908,1,31,1900,False
"rédacteurs du « Basler Vorwasrts » , à MM",MM,pers,1908-01-31,1908,1,31,1900,False
W . Arnold et Joseph Frey,W . Arnold,pers,1908-01-31,1908,1,31,1900,False
W . Arnold et Joseph Frey,Joseph Frey,pers,1908-01-31,1908,1,31,1900,False
"Après avoir entendu un certain nombre de témoins et un plaidoyer du représentant du plaignant , le conseiller national Gôttisbeim , qui a demandé une punition et la publication du jugement , on a entendu M . Frey et le D ' Knôrr représentant de Arnold , malade",conseiller national Gôttisbeim,pers,1908-01-31,1908,1,31,1900,False
"Après avoir entendu un certain nombre de témoins et un plaidoyer du représentant du plaignant , le conseiller national Gôttisbeim , qui a demandé une punition et la publication du jugement , on a entendu M . Frey et le D ' Knôrr représentant de Arnold , malade",M . Frey,pers,1908-01-31,1908,1,31,1900,False
"Après avoir entendu un certain nombre de témoins et un plaidoyer du représentant du plaignant , le conseiller national Gôttisbeim , qui a demandé une punition et la publication du jugement , on a entendu M . Frey et le D ' Knôrr représentant de Arnold , malade",D ' Knôrr,pers,1908-01-31,1908,1,31,1900,False
"Après avoir entendu un certain nombre de témoins et un plaidoyer du représentant du plaignant , le conseiller national Gôttisbeim , qui a demandé une punition et la publication du jugement , on a entendu M . Frey et le D ' Knôrr représentant de Arnold , malade",Arnold,pers,1908-01-31,1908,1,31,1900,False
"Les deux prévenus ont été condamnés , Frey à 60 fr",Frey,pers,1908-01-31,1908,1,31,1900,False
", transformables en 12 jours de prison et Arnold à 30 fr , transformables en six jours de prison",Arnold,pers,1908-01-31,1908,1,31,1900,False
"L ' action à été parti - ' entièrement chaude aux atelier _ ^ de - PÎ - Ste - G et à Ja contraction de M . Bellay , rne de l ' Industrie",M . Bellay,pers,1908-05-15,1908,5,15,1900,False
"Au cimetière , le pasteur Hugia prononcé un discours des plus émotionnanls , puis le conseiller national Will , au nom des usines - ' de IaKander et Hagneck ; a déposé une superbe couronue sur la tombe des denx victimes",pasteur Hugia,pers,1908-05-15,1908,5,15,1900,False
"Au cimetière , le pasteur Hugia prononcé un discours des plus émotionnanls , puis le conseiller national Will , au nom des usines - ' de IaKander et Hagneck ; a déposé une superbe couronue sur la tombe des denx victimes",conseiller national Will,pers,1908-05-15,1908,5,15,1900,False
Les collègues de Bratschi aux ateliers de réparation des C . F . F . ont également déposé une couronne,Bratschi,pers,1908-05-15,1908,5,15,1900,False
Z . N . D . L . R . — L ' auteur de ces lignes nous a fait parvenir en même temps que sa lettre une série de vues prises sur le lieu du sinistre,Z .,pers,1908-08-13,1908,8,13,1900,False
"Kerensky désavoué PETROGRAD , 20 ( Havas )",Kerensky,pers,1918-01-21,1918,1,21,1910,False
"— M . Kerensky a adressé une lettre au comité central du parti socialiste révolutionnaire , dans laquelle il manifeste le désir d ' assister à la première séance de l ' assemblée constituante",M . Kerensky,pers,1918-01-21,1918,1,21,1910,False
"Le < Matin > apprend de Stockholm que les maximalistes annoncent qu ' ils ont découvert la retraite de M . Kerensky , qui est à Pétrograd",M . Kerensky,pers,1918-01-21,1918,1,21,1910,False
"Après lecture de la déclaration des droits des ouvriers , tous les députés et le public se lèvent et V * Internationale > retentit Tchernoff est ensuite proclamé président provisoire et monte à la bune , acclamé par les social - révolutionnaires et l ' opposition",Tchernoff,pers,1918-01-21,1918,1,21,1910,False
Tchernoff déclare ensuite que la Constituante doit prendre l ' initiative de conclure nne paix démocratique,Tchernoff,pers,1918-01-21,1918,1,21,1910,False
"Le _ maximaliste Boukhanine critique , dans un long discours , les doctrines exposées par le président",_ maximaliste Boukhanine,pers,1918-01-21,1918,1,21,1910,False
"La méthode de Tchernoff , dit M . Wyscbiak , amènerait au socialisme dans deux siècles et créerait maintenant une république bourgeoise analogue à la Franco et aux Etats - Unis",Tchernoff,pers,1918-01-21,1918,1,21,1910,False
"La méthode de Tchernoff , dit M . Wyscbiak , amènerait au socialisme dans deux siècles et créerait maintenant une république bourgeoise analogue à la Franco et aux Etats - Unis",M . Wyscbiak,pers,1918-01-21,1918,1,21,1910,False
"La méthode de Tchernoff , dit M . Wyscbiak , amènerait au socialisme dans deux siècles et créerait maintenant une république bourgeoise analogue à la Franco et aux Etats - Unis",Franco,pers,1918-01-21,1918,1,21,1910,False
"Cette formalité donne lieu à un Seul incident à l ' arrivée du député Gotz , chef social révolutionnaire dissident , objet d ' un mandat d ' amener pour participation au mouvement organisé contre les maximalistes au début de leur coup d ' Etat","député Gotz , chef social révolutionnaire dissident",pers,1918-01-21,1918,1,21,1910,False
"D ' abord arrêté , Gotz est finalement admis à pénétrer dans le palais , après intervention de la fraction social - révolutionnaire de gauche",Gotz,pers,1918-01-21,1918,1,21,1910,False
"A 4 heures , la Constituant © s ' est ouverte , sous la présidence du président du comité exécutif des soviets des ouvriers et soldats , M . Sudblon","président du comité exécutif des soviets des ouvriers et soldats , M . Sudblon",pers,1918-01-21,1918,1,21,1910,False
"et 12 ans , se sont introduits , samedi soir , dans la boulan - ; gerie de M . Staempfli , rue du Parc , 68",M . Staempfli,pers,1918-02-12,1918,2,12,1910,False
"Lorsque , un jour , un de mes copains de lège avait à donner la définition du mot « histoire > , il répondit , sans réfléchir longtemps < l ' histoire , c ' est une chronique d ' affaires > . La classe se moqua alors bien de lui et à mon pauvre ami est resté dès lors le sobriquet de < chronique d ' affaires > . Mais à présent que j ' appartiens dans le pays des Helvètes à cette catégorie privilégiée des gens de la presse , aujourd ' hui que je connais depuis de longues années ce que c ' est que la politique , je ne ris plus de cette définition . Du moins quand , en parlant de l ' histoire suisse , on pense à l ' histoire contemporaine sous le régime des pleins pouvoirs , de cette Cléopâtre helvétique . Ici , l ' insipide réponse d ' un collégien inconscient trouve sa confirmation dans la vie politique d ' un Etat , oe qui n ' est pas précisément une preuve de la capacité de ses dirigeants . L ' histoire de la _ Suiraa sous le régime des pleins pouvoirs est en effet une < chronique d ' affaires > et dans l ' avenfr , la meilleure manière de sauvegarder la réputation politique de quelques magistrats , de leurs collaborateurs et subordonnés sera l ' oubli complet de leurs actes . Mais , quelque commode que soit cet oubli pour beaucoup de gens , il lui manquerait néanmoins , pour le considérer comme une vertu , l ' effet utilitaire . Une des multiples « affaires > que nous avons vécues et que déjà nous sommes en train d ' oublier , est < l ' affaire Schoeller »",Cléopâtre helvétique,pers,1918-04-22,1918,4,22,1910,False
"Lorsque , un jour , un de mes copains de lège avait à donner la définition du mot « histoire > , il répondit , sans réfléchir longtemps < l ' histoire , c ' est une chronique d ' affaires > . La classe se moqua alors bien de lui et à mon pauvre ami est resté dès lors le sobriquet de < chronique d ' affaires > . Mais à présent que j ' appartiens dans le pays des Helvètes à cette catégorie privilégiée des gens de la presse , aujourd ' hui que je connais depuis de longues années ce que c ' est que la politique , je ne ris plus de cette définition . Du moins quand , en parlant de l ' histoire suisse , on pense à l ' histoire contemporaine sous le régime des pleins pouvoirs , de cette Cléopâtre helvétique . Ici , l ' insipide réponse d ' un collégien inconscient trouve sa confirmation dans la vie politique d ' un Etat , oe qui n ' est pas précisément une preuve de la capacité de ses dirigeants . L ' histoire de la _ Suiraa sous le régime des pleins pouvoirs est en effet une < chronique d ' affaires > et dans l ' avenfr , la meilleure manière de sauvegarder la réputation politique de quelques magistrats , de leurs collaborateurs et subordonnés sera l ' oubli complet de leurs actes . Mais , quelque commode que soit cet oubli pour beaucoup de gens , il lui manquerait néanmoins , pour le considérer comme une vertu , l ' effet utilitaire . Une des multiples « affaires > que nous avons vécues et que déjà nous sommes en train d ' oublier , est < l ' affaire Schoeller »",Schoeller,pers,1918-04-22,1918,4,22,1910,False
"Mais ce qui nous a frappé tout particulièrement et ce qui aurait dû éveiller avec nous tous ceux qui aiment la propreté dans la maison , c ' est , que le Conseil fédéral ait blâmé M . Schoeller en lui exprimant sa réprobation",M . Schoeller,pers,1918-04-22,1918,4,22,1910,False
"M . Schœller n ' étant pas fonctionnaire fédéral , mais un simple particulier",M . Schœller,pers,1918-04-22,1918,4,22,1910,False
"Si le Conseil fédéral avait été d ' avis de considérer l ' affaire Schoeller comme un acte ternissant la neutralité suisse , dont nous désirons sauvegarder la réputation virginale pour raisons de famille , il eût été de son devoir et fl Test encore à l ' heure actuelle , d ordonner une enquête",Schoeller,pers,1918-04-22,1918,4,22,1910,False
"Ou bien M . Schœller est coupable , alors il est à juger comme tout autre mortel qui n ' a pas la chance , comme lui , de pouvoir s ' appuyer sur des protections de ' famille et des amis si haut placés",M . Schœller,pers,1918-04-22,1918,4,22,1910,False
"Nous sommes loin d ' envier à M . Schoeller la tranquillité avec laquelle il accepte un blâme de la part d ' une autorité qui n ' a ni à louer , ni à blâmer , mais qui "" est uniquement instituée pour gouverner et pour surveiller",M . Schoeller,pers,1918-04-22,1918,4,22,1910,False
"Pour établir son innocence aux yeux de l ' opinion publique qui suit cette affaire de près , M . Schoeller aurait dû exiger une enquête , après , le - blâme du Conseil fédéral",M . Schoeller,pers,1918-04-22,1918,4,22,1910,False
"Il est certain que , si un citoyen romand s ' était mis dans la même situation fâcheuse que M . Schoeller , on aurait demandé une enquête officielle",M . Schoeller,pers,1918-04-22,1918,4,22,1910,False
"Nous la demandons donc aujourd ' hui pour M . Schoeller , soit pour sa justification , soit pour sa mise en accusation",M . Schoeller,pers,1918-04-22,1918,4,22,1910,False
J . B . RUSCH,J . B . RUSCH,pers,1918-04-22,1918,4,22,1910,False
"— ¦ ¦ ¦ ¦ ¦ ¦ y — _ 4 0 n traitait volontiers de défaitistes , de pessimistes , voire même de « boches > , ceux qui disaient depuis quelques semaines que la décision de la guerre dépendrait des Américains . Aujourd ' hui , M . Clemenceau , président du conseil , ministre de la guerre , qui connaît les forces exactes des Alliés , ne craint plus de dire l ' amère vérité . Le front est gardé par une ligne de soldats de plus en plus mince contre la masse des Allemands ramenés de Russie . Sur certains points de la dernière bataille , les Alliés étaient un contre cinq . Mais les effectifs ennemis s ' useront à leur tour , tandis que les Américains arriveront de plus en plus nombreux pour la partie décisive . Les Sammies occupent déjà certains secteurs , en Picardie , en Lorraine , en Wœvre ; et entre Oise et Marne , ils sont endivisionnés dans les troupes françaises ; partqut — les commentaires Havas le disent expressément — ils se sont très bien battus , ont fait preuve de sang - froid , de ténacité et d ' aptitudes tactiques . Leur entrée eh ligne est un réconfort et une espérance pour les Alliés . Selon les derniers renseignements , 1,200,000 Américains auraient déjà franchi l ' Océan , pour débarquer en Angleterre et en France ; mais sur ce nombre , il y aurait seulement 500,000 soldats , en partie sur le front , en partie dans les camps d instruction . Les 700,000 autres seraient occupés aux travaux de l ' arrière , à la construction de ports , de voies ferrées , de baraquements , au montage des canons , des autos , des camions , des avions , des ponts , de l ' immense matériel expédié par pièces des Etats - Unis , et enfin au déchargement des navires et au service des subsistances . La France et l ' Angleterre ne seraient pas en mesure d ' équiper et de nourrir une armée nouvelle qui atteindra peu à peu des effectifs formidables . H faut donc que l ' Amérique y pourvoie et soit en mesure de fournir à ses hommes tout ce dont ils auront besoin dès qu ' ils mettront le pied sur la terre ferme . Ceci explique la disproportion actuelle entre les combattants et les services civils ; mais les transports de troupes actives vont prendre le plus grand développement C ' est comme les hauts - fourneaux : il faut des mois pour construire l ' enveloppe de briques , remplir le gueulard de coke et de minerai , allumer les feux , les pousser au point de fusion , jusqu ' au moment où le métal sort enfin brûlant de la fournaise ; alors il n ' y a plus qu ' à alimenter en proportion des besoins . Les Allemands , après avoir ri du concours que les Américains peuvent apporter aux Alliés , commencent à en mesurer le danger pour eux - mêmes . Ils cherchent à troubler , même à détruire la navigation entre l ' Atlantique et l ' Europe . Subitement , on a appris l ' arrivée sur les côtes des Etats - Unis d ' un ou plusieurs sousmarins impériaux et le torpillage d ' une dizaine de bateaux de tout tonnage , parmi lesquels un grand paquebot , le « Carolina _ > , et de modestes sohooners de cabotage . Le < : Deutschland > avait jadis fourni la preuve de la possibilité de ces voyages au long cours , même sans escale de ravitaillement . Les nouveaux types de sous - marins , avec les orogrès réalisés depuis la guerre , pont en état de faire des raids de trois mois sans revenir à leur port d ' attache , ainsi qu ' on l ' a appris par les négociations au sujet des blés suisses . H faut donc que les Etats - Unis prennent dès maintenant de grandes précautions pour assurer la sécurité de leurs convois dès leur départ , et non plus seulement dans la _ pne européenne dangereuse . Les dépêches de » féw - York affirment que la marine américaine est prête à parer au danger , maintenant qu ' elle en connaît l ' existence","M . Clemenceau , président du conseil , ministre de la guerre",pers,1918-06-08,1918,6,8,1910,False
"Quant à l ' effet moral produit sur les Yankees , il va sans dire qu ' il est tout le contraire de celui que la mauvaise psychologie allemande en escomptait",Yankees,pers,1918-06-08,1918,6,8,1910,False
"La presse des Etats - Unis fait autour de cette tentative d ' intimidation ce que Gordon Bennet appelait « un bruit du diable > et l ' opinion publique est montée au plus haut degré contre les Allemands , leurs espions et leurs méthodes de guerre . Loin de ralentir le transport des troupes en Europe , le raid d ' essai des sous - marins aura pour résultat de l ' accélérer . • * • Tout ce que dit la < Revue » paraît rassurant pour les affaires de l ' Entente , à condition cependant que celle - ci n ' en reste pas à cette affirmation que « le temps travaille pour les Alliés >",Gordon Bennet,pers,1918-06-08,1918,6,8,1910,False
